hash,blockchain,transaction_type,amount,wallet_address,date,fee_crypto,fee_crypto_symbol,fee_usd,usd_ils_rate,fee_ils_standard,fee_ils_markup_6pct,crypto_amount_sent,error
0x3eb8f58af03f6a2ee43542045dab94bfb15d749a4a79516576a9c46a4ff4f845,ETH,send,0.038741,0x4b12dcba2498dbf58fe9d31e397a087ffd64ea47,2024-02-22,0.00077117,ETH,1.93,3.642,7.02,7.44,0.038741,
0x3630e585216363bf0f7609502c46eb54ef090fc7d3a882a368f3334e5dff524e,ETH,send,0.008609,0xd7521820fe733ab191d6dc1379b47813f9265f16,2024-02-22,0.00083781,ETH,2.09,3.642,7.63,8.09,0.008609,
e99ac845608db0f4d79219f684cd099f0de4c43a79332b7a8f4f3751f6199676,BTC,send,0.00133718,bc1qsjep5tmr95qwfd8sy88qrdwsfceqdnydy9jt38,2024-02-22,2.547e-05,BTC,1.15,3.642,4.17,4.42,0.00133718,
0x31be530abcb69e61640b52147389f221dca2eac7b22e7da4fdd3b7313dc646ea,ETH,send,0.007803,0xabc0d6bbd292ac43cf15203fe13d31a083984f09,2024-02-22,0.00078121,ETH,1.95,3.642,7.11,7.54,0.007803,
eff0ec6ccaf49abb3d6a710c18adcc5e5def4a2f8bbd38157299d8bd26169e66,BTC,send,0.00700739,bc1qwg6gayerfvfluk08frhxglj6y4qa0zgq8sy60s,2024-02-22,2.548e-05,BTC,1.15,3.642,4.18,4.43,0.00700739,
0x196f64b08bbf2597e95dfccf4472fe3fa1d1afa9a9e2c7adec6de98b7722bc17,USDT-ERC20,send,82.059276,0xd9318656da0fdfee09aef4754384dfd84d68d3ee,2024-02-21,0.00239438,ETH,5.99,3.679,22.02,23.34,82.059276,
0xbdbc82d2686222521d112010c7ec27fb93165c2c88d48b27e837936760a1a28d,USDT-ERC20,send,102.57094,0x1919ebeb7eee990ddf910fb7608c8bb207114325,2024-02-21,0.00248012,ETH,6.2,3.679,22.81,24.18,102.57094,
0xbba6f4cf7231f96a9f5790cdaf946274a84f0853b138c8d87f5e3c7100714933,ETH,send,0.017696,0x161ac2c2c1321fb0e91254aa90ebc938047ebebc,2024-02-21,0.00106946,ETH,2.67,3.679,9.84,10.43,0.017696,
5bef80953c119f9a78d96bb01665b16b9efecef6f775513c18e519544cb376be,BTC,send,2.78400748,35pXYRN7ncpDespFxkLZZS8ZxSFiRVLe8D,2024-02-21,9.15e-05,BTC,4.12,3.679,15.15,16.06,2.78400748,
0xf7916112a506c06af9c9efeeebdbd8dd2141f71997392875f9bded399d46ea19,USDT-ERC20,send,220.531476,0xd7ada08e64d216ca2cee1bc6719aa80adc2d780d,2024-02-21,0.00271922,ETH,6.8,3.679,25.01,26.51,220.531476,
0xd9f36eafd5965ad06033758ecfd8efc130908129d0e80a4a84753a63725d827e,USDT-ERC20,send,256.442475,0x3739cbb653deb427dbe30c94aeec17513367b214,2024-02-21,0.00196826,ETH,4.92,3.679,18.1,19.19,256.442475,
0xa7b8f10f5ab81bdbd247f3c7f5b1d4aad6f7c7cd827529bdad1cad0f325fb5c2,USDT-ERC20,send,1282.212372,0x3739cbb653deb427dbe30c94aeec17513367b214,2024-02-21,0.00296109,ETH,7.4,3.679,27.23,28.87,1282.212372,
0xd3f522c61ffb9c8042e6338947b84e9553856796a65044379c315ad2c2086b20,USDT-ERC20,send,287.21557,0xc7685e441e4fe5b84a687428d3dd2dd61c2ce9eb,2024-02-21,0.00306109,ETH,7.65,3.679,28.15,29.84,287.21557,
64b25eefb3462da306de2299a1b6ad2503fa92b49850810809762969ff98597f,BTC,send,0.00507891,bc1qzdt7aa745t9nnq6j04a3sxual8r72jzq5vczc5,2024-02-21,3.109e-05,BTC,1.4,3.679,5.15,5.46,0.00507891,
0x21316139550a26d022b546feb9c89e552e175a53bbf7160be4c1cc55ce78e42c,ETH,send,0.026236,0x161ac2c2c1321fb0e91254aa90ebc938047ebebc,2024-02-21,0.00105389,ETH,2.63,3.679,9.69,10.27,0.026236,
a6be19abb0a643d8edb1ccde20991462486947e99a4735b51e7b0f18c187cbde,BTC,send,0.14544452,bc1q928vgtxyd4j27t7y96t9hvpwdrn4fx0n22fa4l,2024-02-21,0.00011311,BTC,5.09,3.679,18.73,19.85,0.14544452,
0xa3b5f10902bc90956f2f23eeeae494096c34114365ecd951e8be55735e4642ee,USDT-ERC20,send,256.450365,0x3608f587113383517742120753baa0a995988d9a,2024-02-21,0.00257978,ETH,6.45,3.679,23.73,25.15,256.450365,
0x4acf53b8da7fa18b0c210af86ca425b7c7629a3cce524db55435302e399341a1,USDT-ERC20,send,1282.251822,0xbb4cc5171db7d66a973b6ecb20e0fdbe0fdf7c8d,2024-02-21,0.00251281,ETH,6.28,3.679,23.11,24.5,1282.251822,
0x71edda286aa458cdacc5e76fae5d3b37615071920f7b292bffcb8b2098c68907,USDT-ERC20,send,1282.251825,0xbb4cc5171db7d66a973b6ecb20e0fdbe0fdf7c8d,2024-02-21,0.00373814,ETH,9.35,3.679,34.38,36.44,1282.251825,
0x94343374c768750a3e6fde57a0c1e275198578a6542243cc024bcb9449005432,USDT-ERC20,send,1282.251824,0x3608f587113383517742120753baa0a995988d9a,2024-02-21,0.0027715,ETH,6.93,3.679,25.49,27.02,1282.251824,
0x8ea7901d2ff046c3294786c5550c52030bad8a34760b6c413eedaa88c1a0c4b3,USDT-ERC20,send,51.290072,0xddf282194c4b032f6358500379e5f9942ac0e695,2024-02-21,0.00275718,ETH,6.89,3.679,25.36,26.88,51.290072,
e7314da37244ad9dfbcccc1d3846f9e6ff1d1fdb29bf0b237ae7afd071bf9e54,BTC,send,2.86014471,bc1q6uzrssnkdc83hjy2uj4vxtxygmryz7x4ttk7nq,2024-02-21,0.00011818,BTC,5.32,3.679,19.57,20.74,2.86014471,
0x8c72311d88d7530f167fb679582f2f36ab6577cde773348cf6d83b292731c943,ETH,send,0.13167,0xc2c92e6235c5d353adb65389efc66071dba04095,2024-02-21,0.00146262,ETH,3.66,3.679,13.45,14.26,0.13167,
0x7303f0cdd159525152a2567051a1a881a49f42bcb60568f57fbc3ca271ba6737,ETH,send,0.035072,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-21,0.00172073,ETH,4.3,3.679,15.83,16.78,0.035072,
0x266a5947c6a362a9584377dad2ed2137bb29c9dc2ed0e4aceedfe5b4528c3fd0,ETH,send,0.051926,0x03b219c8d930258cba306f8cfe8994e8afdc1963,2024-02-21,0.00108126,ETH,2.7,3.679,9.94,10.54,0.051926,
0xd2450b9a9683dc7e02b3c7fe321d85e465a621974146fd6d28d388492afc4afc,USDT-ERC20,send,512.69824,0x7b3269e45af5a2c7dcf95dc89a6d61158d9c42bf,2024-02-21,0.00327665,ETH,8.19,3.679,30.14,31.95,512.69824,
0xcb8b4773d8a7d7c9615e2b483cf9713e7f202f82cdb37e7e082748a4ca87e1bb,USDT-ERC20,send,384.523687,0x1d0cd379753cbf3abd19a0e22ea1ce76a1b85910,2024-02-21,0.0021607,ETH,5.4,3.679,19.87,21.07,384.523687,
0x462c8a609d8de05e157ddb33604a300ad5ee2b43af8743a4a6e32aa66352720c,USDT-ERC20,send,1281.745624,0xc58de41e60afdffdeaf0c08887d6416d653302bd,2024-02-21,0.00312292,ETH,7.81,3.679,28.72,30.45,1281.745624,
0x809edc4b895659b7437e2f3e61c990859900c5d4e38b6357f1afa9a1a6d7bc61,ETH,send,0.26355,0x803bcc66df7ee5ad207d888c57c227aa7e421cce,2024-02-21,0.00083348,ETH,2.08,3.679,7.67,8.13,0.26355,
02baa8de591b01fdbcc7ccf208669f4444beaa21e60ec5aa505d6e00627fb237,BTC,send,2.86043139,bc1qjp9a2czrsglv22znmcmm8gj694mvnsacfcf5rj,2024-02-21,9.436e-05,BTC,4.25,3.679,15.62,16.56,2.86043139,
0x9b6c92ed5511197a8392575d7b9f82d7e18cd71fcdfb933f60ffd611bb06a0e6,USDT-ERC20,send,25.634912,0xd2246de48d309adbebd58ef72abff5f2dbf687c3,2024-02-21,0.00189655,ETH,4.74,3.679,17.44,18.49,25.634912,
0xfbc46b1a7c35ed2b56e55a5629f1949bda56e4afd33b4472d95cedc2ecb17bd7,ETH,send,0.043891,0x2f212484f6990f5ff606780de535e31c4ee4ca71,2024-02-21,0.00087326,ETH,2.18,3.679,8.03,8.51,0.043891,
0x2f41bf3d2f8fe58d59fffca1177fce4cac3d5410f7d019fbae255fb467abd5ba,USDT-ERC20,send,1281.745625,0x8889058545349a2eac01972c2441a50ac0070b6e,2024-02-21,0.0020615,ETH,5.15,3.679,18.96,20.1,1281.745625,
0x51f9225218e7f6fb0f12ab49d83e098220ee04108c61211fcb732aa196645479,ETH,send,0.263985,0x85e6c2b9c8e24daa0e0f85cd97266b2fe5964f74,2024-02-21,0.00083955,ETH,2.1,3.679,7.72,8.19,0.263985,
0x7ec3ca18091cce6d2477a0ca66103e6e599eb554ac66c545593b8c9f32f44920,USDT-ERC20,send,1281.745625,0x8889058545349a2eac01972c2441a50ac0070b6e,2024-02-21,0.00280488,ETH,7.01,3.679,25.8,27.35,1281.745625,
0x64fdadebfbca9a6344dadcd722f66be232c640efa357e69e235a748a3584a674,USDT-ERC20,send,770.418,0xb3207469a352426d3a9f078c16930300889d3175,2024-02-21,0.00380097,ETH,9.5,3.679,34.96,37.06,770.418,
0xa7e722c890fd3a633374942cb264de97268976844a23e84233dabcef75a9f960,ETH,send,0.061943,0x875839dcc30cce09bcbf967b98bab84780d899e1,2024-02-21,0.00114081,ETH,2.85,3.679,10.49,11.12,0.061943,
0x96552bcf8287106070a496dba288c0ee3625e03708a25600e1db778e137be17e,USDT-ERC20,send,590.6538,0x124a5cbb73d2690ce86cb59f7a997659600bc60d,2024-02-21,0.0029184,ETH,7.3,3.679,26.84,28.45,590.6538,
0x3c9dea4bb2280d4bfed34271f7232a48aca932f4d329bb142bbe361b146ee32f,USDT-ERC20,send,924.5016,0x088e936e23961e3b7a364999b61b5e9b7e78e1b2,2024-02-21,0.00333338,ETH,8.33,3.679,30.66,32.5,924.5016,
0x91969d6c180330ffbbefacf32d97393bf8f5dee831de8b0377b5bbcaa5eb4f30,USDT-ERC20,send,629.166615,0xaa27b3baac99da49dfe837b6b0bcb2a99b3d5d9e,2024-02-21,0.00268126,ETH,6.7,3.679,24.66,26.14,629.166615,
74d29b20bb3bde608ae17a5fa1ec2f175b27fe682850704943e3e4c3e7511350,BTC,send,0.02808025,19meRGEQf5WgAHAXHXU24iXUEswmWV7tSM,2024-02-21,3.175e-05,BTC,1.43,3.679,5.26,5.57,0.02808025,
0x73574fba43062500fddc7325411420fd0059aef73f81abdbf601891e6c417d46,USDT-ERC20,send,102.724246,0xfdf5e73a99ef87ce92da985b31bb2442c879fe8a,2024-02-21,0.00322408,ETH,8.06,3.679,29.65,31.43,102.724246,
0xa82d57cb86c09d1726f3a873e6452ed1512022e49eaa4722ea47585d5902267a,ETH,send,0.001777,0xfdf5e73a99ef87ce92da985b31bb2442c879fe8a,2024-02-21,0.00179043,ETH,4.48,3.679,16.47,17.46,0.001777,
0xaa9c18c9e8172c1cfdf80e0a7d4a8d117da2c2d07cb7ee5133b3b01cafcde056,USDT-ERC20,send,564.983353,0xcbb37ff6279fd0fdb80e7de6dbe7ee7f14cf6d52,2024-02-21,0.00389457,ETH,9.74,3.679,35.82,37.97,564.983353,
0x53e46ba7e94e44290008b8608042af049ed68a461430bf2ed27cfab25e41c3af,USDT-ERC20,send,770.431845,0xcbb37ff6279fd0fdb80e7de6dbe7ee7f14cf6d52,2024-02-21,0.00285124,ETH,7.13,3.679,26.22,27.8,770.431845,
0x0d0f2aabef63c5e2355af2ed42436bf97647dcace3c66f2a5d336930774daabb,ETH,send,0.115528,0x8b8adf2b40033785565c6d0a5aa804ddea3bcabe,2024-02-21,0.00128737,ETH,3.22,3.679,11.84,12.55,0.115528,
0x1156e20b1c3644455e0132970e185cb2a72c27272ab1d75f0f05defda0f63d7b,,,,,,,,,,,,,"Error fetching ETH transaction: HTTPSConnectionPool(host='api.etherscan.io', port=443): Read timed out. (read timeout=10)"
0x67d6e9676e59554840b7d6165aa611b30e08b5bc30da8f5167ef0e60934af33b,USDT-ERC20,send,77.04259,0xde8e13cc546379d89ff4f4e6d2b4cf650f4ff308,2024-02-21,0.00268754,ETH,6.72,3.679,24.72,26.2,77.04259,
0x27b8300c7a8b9673c6fba9feed53742a3b5a8f11a5bab2edae8bcf1539f107db,ETH,send,0.071072,0xaba3e544524f1bda22e7e0db90320d6c8d715cf3,2024-02-21,0.0012302,ETH,3.08,3.679,11.31,11.99,0.071072,
0xca5405b9b6ad82eecba371bcf82881c4a8f99937d25655b7e558f16a1c1cf91c,USDT-ERC20,send,43.657466,0x7fb906c9e05dda37ff419a36c9433011febf1a06,2024-02-21,0.00257854,ETH,6.45,3.679,23.72,25.14,43.657466,
0x8d523fd4ba9cd9e3121d89950375cf651b4e3c46d582c23e6a621ee809745f3b,USDT-ERC20,send,154.085181,0x597a4ca37693482c43f134958a960728d447e6a1,2024-02-21,0.00260863,ETH,6.52,3.679,23.99,25.43,154.085181,
0x3f9bba8fda97f452069f3d56b85c0b64360fdd36e4c5f9f87dd2232ba027ee78,USDT-ERC20,send,796.106768,0x2ac80cf1670ee9728cf779707c2c95d2d1da36ca,2024-02-21,0.00264079,ETH,6.6,3.679,24.29,25.75,796.106768,
de0a40d2853a31ff99b768ef338b7cc1f86639acefe22ac4e31c4361191b4632,BTC,send,0.02548458,bc1qlmpep0yzd85qzyuqy8urmc03mtg57cz7qr3rpz,2024-02-21,4.542e-05,BTC,2.04,3.679,7.52,7.97,0.02548458,
0x89d1334ea6a143e87b5e5bea7b21cac79ce4c6e2bec0b1abe13fb630a5744bbd,ETH,send,0.169062,0xbce5a55509d781467228df6914d6cd2b94ad13fc,2024-02-21,0.00101946,ETH,2.55,3.679,9.38,9.94,0.169062,
0x01518c60873d620a0576813b0ebceeac9b190a02465d265673aec4231516a492,USDT-ERC20,send,949.670046,0xab6b4dffa9d8d1d127461f6c2a629223b5306d76,2024-02-21,0.00320148,ETH,8.0,3.679,29.45,31.21,949.670046,
0xb6f3249ea09342519975727368378c30b15aac75bd7863ce4c73a542a2068b8b,USDT-ERC20,send,308.001096,0x1c891cdb46849845a9d59ea04f19e9fed5b45ff0,2024-02-21,0.00239978,ETH,6.0,3.679,22.07,23.4,308.001096,
0x75f3e47dcb07f24e47efffa2fc3bccb115953c3993449c697ef0d14667ba8fa8,USDT-ERC20,send,1283.321425,0x1c891cdb46849845a9d59ea04f19e9fed5b45ff0,2024-02-21,0.00384163,ETH,9.6,3.679,35.33,37.45,1283.321425,
0xdee57ba6ecf7ab7a0273facafed94bc52209ae4cb480e99f9a63a8f2480ca66e,ETH,send,0.070699,0x1caab5dd59eb2d29e6502b4933f1f7e08422d1d0,2024-02-21,0.00144335,ETH,3.61,3.679,13.28,14.07,0.070699,
0xbfc06d14382a9fa89cea552f2860ab6682565993020c1d4415ff18d40b60ae1d,USDT-ERC20,send,513.287728,0x40270e1e1d60e98c0391acedcf1c23ef9aa3c026,2024-02-21,0.00502457,ETH,12.56,3.679,46.21,48.99,513.287728,
0x9a331cda6e914929bd0b183cf0b9f40093afa9bde30fc03d959feaea6ab14f12,USDT-ERC20,send,256.644525,0xa6565acd9f7768ff01581694cb3bb9da03772bac,2024-02-21,0.00380045,ETH,9.5,3.679,34.95,37.05,256.644525,
36778d63da539d4354a862b478eedf809153ac0ce825d45fff067badd20d0c9c,BTC,send,0.00219027,bc1q9ekuk79zuxhky3r2wzz9r46g5ekw86kjmkurhj,2024-02-21,3.373e-05,BTC,1.52,3.679,5.58,5.92,0.00219027,
b7c7d2d65858e3fd25cebbea1ee35d9935259ea8ef6b430e008af5b1023d1da5,BTC,send,0.10468938,bc1q3drqe9jmyvp5zqnwgelq6p3g9wvzmltwlwd7nw,2024-02-21,5.159e-05,BTC,2.32,3.679,8.54,9.05,0.10468938,
0x83430231b1a064ebf2a5550f7f07ec4f08d96417dd7410335805c9099dd57b00,USDT-ERC20,send,153.986316,0xee73a97767c682b5f1f50f4919f172f005ca8a9c,2024-02-21,0.00181349,ETH,4.53,3.679,16.68,17.68,153.986316,
0x2d81b0b1801e2656e0534741c6d670af17f65dd638b238a0e2f3c575764c8bdf,USDT-ERC20,send,38.496975,0xdfeb46c1eb3a1bb0582bd8c945c4bbed9199bfeb,2024-02-21,0.00217112,ETH,5.43,3.679,19.97,21.17,38.496975,
0xd8bbde36440bf17c883cc07daa145dd162528f9dd350c81b0778043d2fd2e664,ETH,send,0.097317,0xb1924e1af7f7d46cf56c9e229fc7495a2507f5dd,2024-02-21,0.00105077,ETH,2.63,3.679,9.66,10.24,0.097317,
0x8cc8255d5e17a9f2ca60b3118279ebab28e67970ee9b5cf31bbebeb27086143a,USDT-ERC20,send,12.821696,0xd470a479d951327da3f4fc3d810102803396d0ff,2024-02-21,0.00340103,ETH,8.5,3.679,31.28,33.16,12.821696,
0xf2e94865d2c8f8bae29a2fb030bf9d1d52b39c500aedc50a9aadd1be92088d6a,USDT-ERC20,send,51.284022,0xd7521820fe733ab191d6dc1379b47813f9265f16,2024-02-21,0.00234495,ETH,5.86,3.679,21.57,22.86,51.284022,
0xde90e60fbac668b9c89e217fe9d4746e80d7df00d2589707d0ba9737ee3d381d,ETH,send,0.001755,0x91d5800deea8d85c6e555611f694dcdd7dce7aca,2024-02-21,0.0006581,ETH,1.65,3.679,6.05,6.42,0.001755,
0x5d7b386f2ff9366134ceb7f3b42d2cc1022731d6de7117d5d0d447c6a0050928,ETH,send,0.035132,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-21,0.00069753,ETH,1.74,3.679,6.42,6.8,0.035132,
0xfc01ca6a8f509fd0755536f4d10fb04aa1a44548da5853f4e400dc37d2559ef3,USDT-ERC20,send,64.105028,0x88803c9609b7c457eb1265f8dc970e131731a9df,2024-02-21,0.00156149,ETH,3.9,3.679,14.36,15.22,64.105028,
0x9d6ac937c824e37ba786452d79e4ff53914abe640a2ea050abc96b320c233e35,ETH,send,0.166964,0x90278e81b6d8332adcae6da6cdeaf065097498f9,2024-02-21,0.00075352,ETH,1.88,3.679,6.93,7.35,0.166964,
639e47149efc92ccf1e732f46d37b89d593d592a5263073c320f2c85cc468018,BTC,send,0.024974,bc1qkl0w9a4d425kcj8rt04yh3cqmfrqzu097u32l0,2024-02-21,7.044e-05,BTC,3.17,3.679,11.66,12.36,0.024974,
1a67e074b15c3b080ea3f045fef85f4713404e4a622b563bd025033bc494f537,BTC,send,0.00504309,bc1q83zr8s3n5pl7y4ukc8x036pez3jq8a8h47mjv2,2024-02-21,3.791e-05,BTC,1.71,3.679,6.28,6.65,0.00504309,
0x931a797f2edcfb4afb5b62a86428b6ad4d83428aa7de0c656b912873de017c08,ETH,send,0.4403,0xf2fb59cba16d7b7e32ffb6478f32ba92c2a37534,2024-02-21,0.0006842,ETH,1.71,3.679,6.29,6.67,0.4403,
0x9428bfc4df79ecff94ae1c76b04d93ab8ac08a71f439fe28a7f9c82e7f8a3b39,ETH,send,0.440925,0xf2fb59cba16d7b7e32ffb6478f32ba92c2a37534,2024-02-21,0.0006842,ETH,1.71,3.679,6.29,6.67,0.440925,
0xeb9e302d91d183fa3a0fd293b4095049e69d66eecf64902ee5c35d468534fc79,ETH,send,0.28717,0x9c852398ad823e76c4ed80bc104fb027b1acea8c,2024-02-21,0.0006842,ETH,1.71,3.679,6.29,6.67,0.28717,
0x961649ff2e2ffaf885edd1c45fd11cc936688251f83693f5774abe5408aaf184,USDT-ERC20,send,1281.11835,0xeca510e9304139de92edcb64315ee9bd5074d67c,2024-02-21,0.00150227,ETH,3.76,3.679,13.82,14.65,1281.11835,
0x62d90719e0524a1b511adf479882a505af933b3f40977d579692d8acc82d5e5a,ETH,send,0.088325,0x6cec23889b0174a1b1d8b097b4841a34ce19f979,2024-02-21,0.0006842,ETH,1.71,3.679,6.29,6.67,0.088325,
0xc6db861227fd4b174e47c37e5e1009d3b4b0df0919e4bdd9ff9d247aa39a7ec4,ETH,send,0.04411,0x6d06e6baebc0939c1a65c85716b8c3e0449aa0e5,2024-02-21,0.00063752,ETH,1.59,3.679,5.86,6.22,0.04411,
e9cb6247126dd140dddfe47fcb95544aa7eacdcfd230e13a25cbe98fd87da778,BTC,send,0.15834797,bc1qv3ntgvklrv0g0qpvrc9dpfptze0ra2wwwld8q2,2024-02-21,5.907e-05,BTC,2.66,3.679,9.78,10.37,0.15834797,
0xe520c5e8e78812ffdfe3ed2864aeac7010ed3e80ad1d4922ccf1eee650576a95,ETH,send,0.013243,0xa8d23c6fe11ac709aee2a2f34006db0f00c5d32f,2024-02-21,0.00078129,ETH,1.95,3.679,7.19,7.62,0.013243,
0x9db8c8c7170dc5d4c2317975209941fd42429c7e76e0dc71d2abf57b0fdc0767,ETH,send,0.300424,0x9b5d250d7b109d84fc5cf35f98adef33c5641ae5,2024-02-21,0.00083502,ETH,2.09,3.679,7.68,8.14,0.300424,
0x44af9b7f5a981d99dd0fe0f522874e9e0938bd3f3dc03e7781ce9e97ecdf6860,ETH,send,0.070256,0x21caa55033390271d07065d7e20c472938a13aa5,2024-02-21,0.00059846,ETH,1.5,3.679,5.5,5.83,0.070256,
0x01e25590dd5e9906acdfbb7b58062079951157af7801e27078210d1b68aa1285,ETH,send,0.017572,0x875839dcc30cce09bcbf967b98bab84780d899e1,2024-02-21,0.00059853,ETH,1.5,3.679,5.5,5.84,0.017572,
0x66af7b5b4714f36f194bb573b66de494252631b8785fa2073b67f55dd6ebcbdf,ETH,send,0.070252,0xd293fbd2fb066fd955aa90492923686f91d05188,2024-02-21,0.00063282,ETH,1.58,3.679,5.82,6.17,0.070252,
0x46d2e6d4711170238b1d14371dda4b359f6ffc3db73066ac6594930debc5ad4d,USDT-ERC20,send,922.341401,0x7fb906c9e05dda37ff419a36c9433011febf1a06,2024-02-21,0.00136356,ETH,3.41,3.679,12.54,13.29,922.341401,
0x9b72706fe4639049fecf4b89db273d7e050589d297a79ad4fb1deb56cc034580,ETH,send,0.201741,0x210178d1555450f3efe79ea3cc40dc9d86f1c8ac,2024-02-21,0.00069787,ETH,1.74,3.679,6.42,6.8,0.201741,
f39443b625133879aaf3ccfed223b4c53e397296dd376c1ce6198fc9704dce35,BTC,send,0.20570304,bc1qk4c7nh6jqdpy6trk79j90yk92dl7rxnpq8eh30,2024-02-21,5.224e-05,BTC,2.35,3.679,8.65,9.17,0.20570304,
0x7a73a31d3c215d2a051ed4651d29ba0c3a732289380d75ece0ee6a949498c83a,ETH,send,0.070112,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-21,0.00066198,ETH,1.65,3.679,6.09,6.45,0.070112,
0x88f3fcab4faca1a170b28039f25447de9a809762f1f2ef987b9029a5602fd2a5,ETH,send,0.017558,0x5e35cb3f918eb1f37c5916371b634f1eacd379c2,2024-02-21,0.00069569,ETH,1.74,3.679,6.4,6.78,0.017558,
0xd2ffdec44bb2ba2157f783a637ec9cfecdff0acf3cb78a90eb089f2ebb859950,USDT-ERC20,send,38.434338,0x75ec1a28b293811c505d387c06750f055579064f,2024-02-21,0.00150247,ETH,3.76,3.679,13.82,14.65,38.434338,
0xfcf4038890f9c0721deb4fe31c8ff278cafbb6e9739716a0e19dcf8d4839d359,ETH,send,0.303669,0xe336ff3ab66a2a49ead9f52005a64bbdfe558ad5,2024-02-21,0.00144247,ETH,3.61,3.679,13.27,14.06,0.303669,
0xafc336e4cedef549a484f38f049c6363318a655f767b53b9fe56ba61385600d3,ETH,send,0.01764,0x0e84c5dfcee182f74577de07a9affe265f606645,2024-02-21,0.00134755,ETH,3.37,3.679,12.39,13.14,0.01764,
0x88c44aef6fd901015d93b858b540de025cde52e1ccba39743bdfcc6da75c25cf,USDT-ERC20,send,89.407052,0xedfe3a23320e9f13c401a385f31b8625ea439b57,2024-02-21,0.00198154,ETH,4.95,3.679,18.23,19.32,89.407052,
0xaffc8d7e2f053b7bd6fc3f81c362da0181fc3ac7347c5d9dac6def184ce96838,ETH,send,0.021988,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-21,0.00075243,ETH,1.88,3.679,6.92,7.34,0.021988,
0x3ad7c4892b2355471b14c755cc510ebcfa33b0a33ca5d5dbeab1b01bbae90fb1,ETH,send,0.088369,0x698f537e7bce46c5b09e45f4b1f54be71327e4b9,2024-02-21,0.00075984,ETH,1.9,3.679,6.99,7.41,0.088369,
0xfa048f19d1ed7bc0265e1109d017583276fc02d42e6dc4ef569cc0da19ea268a,ETH,send,0.439283,0x0a041703ab8546d467485616abe2d20cfa0bbf7f,2024-02-21,0.00081477,ETH,2.04,3.679,7.49,7.94,0.439283,
0xbda0f992c51c7086455a676fb4523d076ee5498fda93784ffb875873aae98457,ETH,send,0.4388,0x0a041703ab8546d467485616abe2d20cfa0bbf7f,2024-02-21,0.00079089,ETH,1.98,3.679,7.27,7.71,0.4388,
f16ad331c3aae5cca0fc212791357c6406e51d65907c40f9a8359f1df9565554,BTC,send,2.8813539,17NaZc4qS5AMZiCaoFvJW6JNw1wW9Ce3fH,2024-02-21,3.174e-05,BTC,1.43,3.679,5.25,5.57,2.8813539,
0xef42c0998b06624dc3c6a12da92c1f0e2bb3a8bee227a8d1971f5ecd7b15b0c5,USDT-ERC20,send,51.345772,0x256d42b025cee5faf04c6b5db948fe8c4247cac1,2024-02-21,0.00165252,ETH,4.13,3.679,15.2,16.11,51.345772,
0xe0003c02d95afa110ef7cf83879790b092e8a332479609754866dd8f6b752ee4,ETH,send,0.281024,0xacc2ef8db0cfca6faef38487f80cdc8069557711,2024-02-21,0.00072715,ETH,1.82,3.679,6.69,7.09,0.281024,
0x91d8273cf12b2a30dd13dcdc494bcd430a2dc483a199f4e37986509396bf3b37,ETH,send,0.026289,0x5e35cb3f918eb1f37c5916371b634f1eacd379c2,2024-02-21,0.00071848,ETH,1.8,3.679,6.61,7.0,0.026289,
c0b6781096b6fe16017df202638d0c94d896a18c99c851a3debde57e737a256d,BTC,send,0.02613685,bc1qjhw9amy9ny76yuknvzw0apqvamchhqxr0djf5h,2024-02-21,3.108e-05,BTC,1.4,3.679,5.15,5.45,0.02613685,
0x77b5c9dda79c8d4a2362f831057956a1c32fbea561c0e6d2491abdcc9ccb150b,ETH,send,0.004357,0x4306e385f244dbc163336bded6060c3dde1f2b4a,2024-02-21,0.00064858,ETH,1.62,3.679,5.97,6.32,0.004357,
0x543d0d6785cd615a60bca6dd70946167e36f844c2b30159022e3719b2057603f,USDT-ERC20,send,256.76248,0xec56bc58f466aed2dd63d72262e507e4b9ab1b69,2024-02-21,0.001392,ETH,3.48,3.679,12.8,13.57,256.76248,
0x4cb7f2dd2589766f8262f226190457d5d38f094f033295a30355b5d948373011,ETH,send,0.02176,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-21,0.00067117,ETH,1.68,3.679,6.17,6.54,0.02176,
0xda2fe2f3a0adfc5c1431168015b7b6f032a07877309ed392aa0d2e7496269caa,USDT-ERC20,send,1283.8124,0xec56bc58f466aed2dd63d72262e507e4b9ab1b69,2024-02-21,0.00205178,ETH,5.13,3.679,18.87,20.0,1283.8124,
8616045e203ffbd3b16f6c4a83496a6bd37ad0b745ca8a11d086ae3d7cb2d12d,BTC,send,0.02740487,3JdLaL5tzBss6kGKeAebXQAgnSoBAja9Ev,2024-02-21,3.813e-05,BTC,1.72,3.679,6.31,6.69,0.02740487,
0x100a2ea76b301dc1b4e98f4ca4ad648c8b80c63b4e509ac21454855bc05efd96,ETH,send,0.008724,0xfafcb83bd8726d071b38962721c42004c5fd3cb5,2024-02-21,0.00063986,ETH,1.6,3.679,5.89,6.24,0.008724,
